Paris, France, 48.856614, 2.3522219
Clermont-Ferrand, France, 45.77722199999999, 3.087025
Rostock, Germany, 54.0834186, 12.1004289
Dresden, Germany, 51.0504088, 13.7372621
Frankfurt, Germany, 50.1109221, 8.6821267
Bremen, Germany, 53.07929619999999, 8.8016937
Cologne, Germany, 50.937531, 6.9602786
Munich, Germany, 48.1366069, 11.5770851
Berlin, Germany, 52.519171, 13.4060912
Stuttgart, Germany, 48.7754181, 9.181758799999999
Magdeburg, Germany, 52.130807, 11.628878
Hamburg, Germany, 53.5510846, 9.9936818
Hong Kong, Hong Kong, 22.2478599, 114.2033843
Dublin, Ireland, 53.3494426, -6.260082499999999
Belfast, Ireland, 54.5862112, -5.9320691
Turin, Italy, 45.0629022, 7.6784897
Florence, Italy, 43.7710332, 11.2480006
Milan, Italy, 45.4654542, 9.186516
Rome, Italy, 41.9015141, 12.4607737
Bologna, Italy, 44.494887, 11.3426163
Bari, Italy, 41.1171432, 16.8718715
Naples, Italy, 40.8517746, 14.2681244
Genoa, Italy, 44.4056499, 8.946256
Palermo, Italy, 38.1156879, 13.3612671
Niigata, Japan, 37.9161924, 139.0364126
Saitama, Japan, 35.8617292, 139.6454822
Fukuoka, Japan, 33.5903547, 130.4017155
Kyoto, Japan, 35.0116363, 135.7680294
Sapporo, Japan, 43.0620958, 141.3543763
Shizuoka, Japan, 34.975562, 138.3827596
Nagoya, Japan, 35.1814464, 136.906398
Tokyo, Japan, 35.6894875, 139.6917064
Hiroshima, Japan, 34.3852029, 132.4552927
Sendai, Japan, 38.268215, 140.8693558
Kobe, Japan, 34.690083, 135.1955112
Osaka, Japan, 34.6937378, 135.5021651
Tijuana, Mexico, 32.533489, -117.018204
Mexico City, Mexico, 19.4326077, -99.133208
Guadalajara, Mexico, 20.67359, -103.343803
Ciudad Juárez, Mexico, 31.7311292, -106.4625624
Mexicali, Mexico, 32.6455704, -115.4453421
Puebla, Mexico, 19.0412967, -98.20619959999999
Monterrey, Mexico, 25.6732109, -100.309201
Villahermosa, Mexico, 17.987557, -92.929147
Mérida, Mexico, 20.97, -89.62
Amsterdam, Netherlands, 52.3702157, 4.895167900000001
Wellington, New Zealand, -41.2864603, 174.776236
Auckland, New Zealand, -36.8484597, 174.7633315
Christchurch, New Zealand, -43.5320544, 172.6362254
Bergen, Norway, 60.39126279999999, 5.3220544
Oslo, Norway, 59.9138688, 10.7522454
Katowice, Poland, 50.26489189999999, 19.0237815
Wrocław, Poland, 51.1078852, 17.0385376
Cracow, Poland, 50.06465009999999, 19.9449799
Warsaw, Poland, 52.2296756, 21.0122287
Szczecin, Poland, 53.4285438, 14.5528116
Gdańsk, Poland, 54.35202520000001, 18.6466384
Poznań, Poland, 52.406374, 16.9251681
Łódź, Poland, 51.7592485, 19.4559833
Porto, Portugal, 41.1650559, -8.602815999999999
Matosinhos, Portugal, 41.1836902, -8.6917174
Coimbra, Portugal, 40.2065687, -8.414617699999999
Vila Nova de Gaia, Portugal, 41.1238759, -8.611785099999999
Setúbal, Portugal, 38.5243356, -8.8879334
Faro, Portugal, 37.0193548, -7.9304397
Évora, Portugal, 38.571431, -7.913501999999999
Braga, Portugal, 41.5454486, -8.426506999999999
Aveiro, Portugal, 40.6456088, -8.648202999999999
Bragança, Portugal, 41.8061131, -6.756737999999999
Lisbon, Portugal, 38.7252993, -9.150036400000001
Moscow, Russian Federation, 55.7512419, 37.6184217
Penza, Russian Federation, 53.19398229999999, 45.0121157
Ufa, Russian Federation, 54.739011, 55.9580435
Ekaterinburg, Russian Federation, 56.8375237, 60.6032718
Ryazan, Russian Federation, 54.6278794, 39.7611165
Saint Petersburg, Russian Federation, 59.9395237, 30.3120206
Salamanca, Spain, 40.9701039, -5.663539699999999
Oviedo, Spain, 43.3619145, -5.8493887
Gijón, Spain, 43.5420655, -5.664530200000001
Alicante, Spain, 38.3459963, -0.4906855
Murcia, Spain, 37.992331, -1.1304575
Barcelona, Spain, 41.3850639, 2.1734035
Bilbao, Spain, 43.2566901, -2.9240616
Madrid, Spain, 40.4167754, -3.7037902
Granada, Spain, 37.1773363, -3.5985571
Burgos, Spain, 42.3439925, -3.696906
A Coruña, Spain, 43.3623436, -8.4115401
Seville, Spain, 37.3880961, -5.9823299
Zaragoza, Spain, 41.6487908, -0.8895811
Valencia, Spain, 39.4699075, -0.3762881
Uppsala, Sweden, 59.85856380000001, 17.6389267
Västerås, Sweden, 59.60990049999999, 16.5448091
Stockholm, Sweden, 59.32893000000001, 18.06491
Linköping, Sweden, 58.41080700000001, 15.6213727
Gothenburg, Sweden, 57.70887, 11.97456
Malmö, Sweden, 55.604981, 13.003822
Umeå, Sweden, 63.8258471, 20.2630354
Winterthur, Switzerland, 47.49995, 8.737564599999999
Fribourg, Switzerland, 46.8016663, 7.145568300000001
Geneva, Switzerland, 46.1983922, 6.142296099999999
Zurich, Switzerland, 47.3686498, 8.539182499999999
Basel, Switzerland, 47.557421, 7.592572699999999
Lucerne, Switzerland, 47.05033479999999, 8.3156129
St. Gallen, Switzerland, 47.4241, 9.37088
Lausanne, Switzerland, 46.5199617, 6.633597099999999
Berne, Switzerland, 46.9479222, 7.444608499999999
Taipei, Taiwan, 25.091075, 121.5598345
Antalya, Turkey, 36.88414, 30.70563
Adana, Turkey, 37.0, 35.3213333
Istanbul, Turkey, 41.00527, 28.97696
Ankara, Turkey, 39.92077, 32.85411
İzmir, Turkey, 38.41885, 27.12872
Bursa, Turkey, 40.266864, 29.0634479
Kyiv, Ukraine, 50.4501, 30.5234
Odesa, Ukraine, 46.484583, 30.7326
London, United Kingdom, 51.5073346, -0.1276831
Cardiff, United Kingdom, 51.48158100000001, -3.17909
Newport, United Kingdom, 51.584151, -2.997664
Bristol, United Kingdom, 51.454513, -2.58791
Birmingham, United Kingdom, 52.48624299999999, -1.890401
Brighton, United Kingdom, 50.82253000000001, -0.137163
Liverpool, United Kingdom, 53.4083714, -2.9915726
Southampton, United Kingdom, 50.90970040000001, -1.4043509
Leeds, United Kingdom, 53.801279, -1.548567
Plymouth, United Kingdom, 50.3719165, -4.1360198
Aberdeen, United Kingdom, 57.149717, -2.094278
Exeter, United Kingdom, 50.718412, -3.533899
Manchester, United Kingdom, 53.479251, -2.247926
Newcastle, United Kingdom, 54.978252, -1.61778
Glasgow, United Kingdom, 55.864237, -4.251806
Edinburgh, United Kingdom, 55.953252, -3.188267
Nottingham, United Kingdom, 52.95478319999999, -1.1581086
Orlando, United States, 28.5383355, -81.3792365
Tampa, United States, 27.950575, -82.4571776
El Paso, United States, 31.7587198, -106.4869314
Milwaukee, United States, 43.0389025, -87.9064736
West Palm Beach, United States, 26.7153424, -80.0533746
Denver, United States, 39.737567, -104.9847179
Little Rock, United States, 34.7464809, -92.28959479999999
Memphis, United States, 35.1495343, -90.0489801
Dallas, United States, 32.7801399, -96.80045109999999
Atlanta, United States, 33.7489954, -84.3879824
San Diego, United States, 32.7153292, -117.1572551
Houston, United States, 29.7601927, -95.36938959999999
San Francisco, United States, 37.7749295, -122.4194155
Sacramento, United States, 38.5815719, -121.4943996
New Orleans, United States, 29.95106579999999, -90.0715323
Pensacola, United States, 30.42130899999999, -87.2169149
Jacksonville, United States, 30.3321838, -81.65565099999999
San Jose, United States, 37.3393857, -121.8949555
Austin, United States, 30.267153, -97.7430608
Boston, United States, 42.3584308, -71.0597732
New York, United States, 40.7143528, -74.00597309999999
Miami, United States, 25.7889689, -80.2264393
Phoenix, United States, 33.4483771, -112.0740373
Cleveland, United States, 41.4994954, -81.6954088
Los Angeles, United States, 34.0522342, -118.2436849
Pittsburgh, United States, 40.44062479999999, -79.9958864
Washington DC, United States, 38.8951118, -77.0363658
Baltimore, United States, 39.2903848, -76.6121893
Nashville, United States, 36.1666667, -86.7833333
Columbus, United States, 39.9611755, -82.99879419999999
Minneapolis, United States, 44.983334, -93.26666999999999
Virginia Beach, United States, 36.8529263, -75.97798499999999
Richmond, United States, 37.5407246, -77.4360481
Detroit, United States, 42.331427, -83.0457538
Chicago, United States, 41.8781136, -87.6297982
St Louis, United States, 38.6270025, -90.19940419999999
Indianapolis, United States, 39.7685825, -86.1579557
Louisville, United States, 38.2526647, -85.7584557
Cincinnati, United States, 39.1031182, -84.5120196
Syracuse, United States, 43.0481221, -76.14742439999999
Rochester, United States, 43.16103, -77.6109219
Buffalo, United States, 42.88644679999999, -78.8783689
Wichita, United States, 37.68888889999999, -97.3361111
Seattle, United States, 47.6062095, -122.3320708
Portland, United States, 45.5234515, -122.6762071
Las Vegas, United States, 36.114646, -115.172816
Philadelphia, United States, 39.952335, -75.16378900000001
